id,Canonical SMILES,Eat
66,CC(=O)NC(=O)C1CC1,-7.797458269999964
67,CN(C)C1C2CC3CC(C2)CC1C3,-14.17812819999989
68,[N+](=O)([N+](=O)[O-])[O-],-2.459764660000019
69,CCCNC(=O)C1=CC=CC=C1,-11.146481269999953
70,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,-14.214988629999937
71,C1C=CCN1N=O,-5.62848790999999
72,CC(C)N1CN(CN(C1)C(C)C)C(C)C,-16.92692577999989
73,CC1=C(ON=C1C)C,-7.3364834499999745
74,CC(C)OC(=O)C1=CCCN(C1)C,-12.59781702999993
75,CC1CNC(=O)N1C2=NC=C(S2)[N+](=O)[O-],-10.531734959999994
76,CC1(C2=CC=CC=C2C(C3=CC=CC=C31)CCCN(C)C)C,-21.67299766999986
77,C(=CC(=O)O)C(=N)N,-6.282903319999974
78,CCCC(=CC)C,-8.384717779999932
79,CCC(=C(C)C)C,-8.388681259999927
80,C1C(O1)CCOCCC2CO2,-10.123710039999937
81,CNC1=CC=C(C=C1)N=O,-8.160170139999963
82,CCN(C)N=O,-5.528097909999971
83,CCOCCC1=C(N=C(N=C1N=[N+]=[N-])N)C2=CC=CC=C2,-17.38992872
84,CC1=COC(=C1C)C,-7.71561537999996
85,CCCCC(=O)NC(=O)C,-9.634654669999946
86,CCCC(C)(CO[N+](=O)[O-])CO[N+](=O)[O-],-11.670380659999978
87,CC1=C(CCCC1)C(C)C,-11.454878429999924
88,C1C(C2=C(NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O,-15.91056175
89,CC1C2=C(C3C(O1)OC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O,-15.480484830000025
90,C1=CC(=O)C2=C(C1=O)C(=O)C=CC2=O,-9.14965005000002
91,CCCC[N+](=NC)[O-],-8.025931989999947
92,CC1(C2CC(C1(C(=O)C2)C)O)C,-11.74261839999994
93,CC(CO)OC(C)COC,-10.151519099999945
94,CC(COC(C)COC)O,-10.15393168999995
95,CC(CO)OCC(C)OC,-10.153245349999937
96,CC1C=CC=C1,-6.02787260999996
97,CC1=CC(=C(C(=C1)OC(=O)NC)C)C,-12.795614969999946
98,C1=CC=C2C(=C1)C=C(C=N2)[N+](=O)[O-],-9.377115939999982
99,CC(=O)NC(CCC(=O)N)C(=O)O,-10.861877740000011
100,COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,-16.045434379999904
101,C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N,-9.063878000000043
102,CC(C)COC(=S)S,-6.96393846999996
103,C(C(C(C(C(C(C(=O)O)O)O)O)O)O)O,-11.745784009999966
104,CCCN(C(=N[N+](=O)[O-])N)N=O,-8.97474853
105,CCCCN(C(=N[N+](=O)[O-])N)N=O,-10.18101697999998
106,CCCCCN(C(=N[N+](=O)[O-])N)N=O,-11.38601700999999
107,C1=CC2=C(C=C1O)C(=CS2)CCN,-10.84365564999996
108,COC(=O)CCC[N+](=O)[O-],-7.881930089999997
109,CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-10.253109770000036
110,CC1(C(C1(C#N)C#N)(C#N)C#N)C,-9.582335639999997
111,CCCCCC=C(CCCC)C=O,-14.276440239999886
112,CCCCC(=O)C(C)C,-10.053817719999955
113,C(COC(=O)OCCN=C=O)N=C=O,-10.034628999999995
114,CC=CCC1=CC=C(C=C1)O,-10.206679649999955
115,CN1CCC(=O)C(C1)C(=O)OC,-10.606396609999962
116,C1CCC2=C(C1)C=CC=C2CC(=O)N,-13.028515239999932
117,C1CCC2=C(C1)C=CC(=C2)CC(=O)N,-13.032260029999946
118,CC=CC(=O)C#C,-5.781702419999974
119,CCC(CCN(C)C)(C1=CC=CC=C1)O,-15.203822119999929
120,C=CCC(CC=C)C1=CC=CC=C1,-12.76370309999993
121,C=CCC(CC=C)C1=CC=C(C=C1)N,-13.644695409999912
122,CC1CCC2=C(C1)C=C(C=C2)C,-12.26088724999991
123,CCOP(=S)(OCC)SCSC(C)(C)C,-13.834331599999928
124,CCSCCC(C(=O)O)N,-9.222148089999962
125,CCN(C1=CC=CC=C1)C(=S)S,-10.005274819999954
126,C1=CC=C(C=C1)C(CCN)C(=O)O,-11.551222219999945
127,COC1=CC=C(C=C1)C(CC=C)CC=C,-14.366873279999936
128,C(CC(=O)O)CS,-5.971012899999977
129,C(C(C(=O)O)N)S(=O)(=O)O,-6.88193038
130,C1=CC=C(C=C1)NC2=NC(=NC=N2)NC3=CC=CC=C3,-16.36732035999995
131,CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2C(=O)O)CO)O)O,-18.97708753999996
132,CNC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,-14.58938994999994
133,CC(=O)N(C)O,-5.226485609999969
134,C1=CC=C2C=C(C(=CC2=C1)N)[N+](=O)[O-],-10.617257019999984
135,C1CCC(C1)NNC(=O)C2=CC=NC=C2,-13.418478469999968
136,COC(=N)CCCCC(=N)OC,-11.571967989999932
137,CCN(CCO)N=O,-7.141199089999958
138,CCC1CCCCCCC1,-12.010239729999938
139,C1CS(=O)C1,-4.208159539999983
140,CC1=C(C(=C(C(=C1N)C)C)[N+](=O)[O-])C,-12.223270919999948
141,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=C(C=C4)N,-14.099546679999946
142,C1=CC=C2C(=C1)C3=CC=CC4=CC(=CC2=C43)N,-14.095472719999949
143,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C(=CC=C4)N,-14.09428238999996
144,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=C(C=C4)[N+](=O)[O-],-14.170537699999954
145,C1=CC=C2C(=C1)C3=CC=CC4=CC(=CC2=C43)[N+](=O)[O-],-14.22261820999995
146,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C(=CC=C4)[N+](=O)[O-],-14.172496409999953
147,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C=C(C=C4)[N+](=O)[O-],-14.22836633999998
148,CC1=C(C=C(C=C1)N=CN(C)C)C,-12.731587729999944
149,CN1C=NC2=C1C(=S)N(C(=O)N2C)C,-11.095082149999996
150,COC(=O)CCC(=O)C(=O)OC,-9.43212761999996
151,CC(C)OC1=C(C=CC(=C1)O)OC(=O)NC,-13.597006369999916
152,C1C2=CC=CC=C2NC(=O)O1,-8.622563609999986
153,C1C2=CC=CC=C2N(C(=O)O1)C3=CC=CC=C3,-13.613172209999988
154,CC1=C(C=C(N1)C2=CC=CC=C2)C(=O)C,-13.093498189999965
155,CC1=NC(=CN1C)[N+](=O)[O-],-7.639629560000003
156,CCCC(C)CCO,-9.38111347999994
157,CN(CN(C)[N+](=O)[O-])[N+](=O)[O-],-7.781577209999995
158,C(=O)NC1=NC(=NC(=N1)N)N,-8.342777100000006
159,CCC1=CN=C(C=N1)CC,-9.688791679999952
160,CN(C)CCS,-6.448155989999961
161,CSC(C#N)NC(=O)C1=CC=CC=C1,-11.110666729999991
162,CCCCCN(C)N=O,-9.144614049999944
163,CN(CCN(C)N=O)N=O,-8.095431769999976
164,CCN(C=C)N=O,-6.222668439999978
165,CCOC(=O)N1CCN(CC1)N=O,-11.006281669999964
166,CN(C1CCS(=O)(=O)C1)N=O,-8.495459019999998
167,CN(CC(=O)O)N=O,-5.8560992099999964
168,C1=CC=C2C(=C1)N=NN2CCOC(=O)N,-11.827403120000014
169,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)N,-14.740020350000009
170,C1=NN=C(S1)CCN,-6.516594919999989
171,C1CN1C(=O)NC2=CC=CC=C2,-10.167440399999975
172,CNC(=O)N1CC1,-6.347892099999967
173,C(CN=C(N)N)N=C(N)N,-9.445404089999982
174,CCC=CC#N,-5.693485919999972
175,C(C#N)C1=NC(=NC(=N1)N)N,-8.496529350000003
176,C1CCC(CC1)NC(=O)N2CC2,-11.834759279999927
177,CC1CCCCC1(C2=CC=CC=C2C)OCCN(C)C,-20.62965683999988
178,CC(=C)C(=O)OCOCC=O,-8.915903319999984
179,CCCCCC(C)N(C)C1CC1,-13.99521645999988
180,C1CC1NCC2=CC=CC=C2,-10.594961429999929
181,C(CCO)CN,-6.617110609999955
182,CCCC(C(C)N)O,-9.035698819999965
183,CC1=CC=C(C=C1)CN=C(N)N,-11.22119725999994
184,COC1=C(C=C(C=C1)CCN=C(N)N)OC,-14.399661530000005
185,COC1=CC(=CC(=C1OC)OC)CC#N,-12.445453149999992
186,C1CCC2=C(C1)C=CC=C2C3=NCCN3,-14.045858869999932
187,CN1C2=CC=CC=C2N=N1,-8.199370029999983
188,CCCCNCC,-8.616149289999939
189,CCC1=NC=C(N=C1)C,-8.483319209999976
190,CCC1=NC(=CN=C1C)C,-9.699858579999956
191,CC(C)OC(=O)CC#N,-7.794633519999962
192,CC(C)COC(=O)CC#N,-9.006258369999955
193,C=CCOC(=O)CC#N,-7.183493049999981
194,CC(C)C1CC(C1)C(=O)O,-9.892550869999951
195,CN1C=C(C2=CC=CC=C21)CCN(C)C,-14.57424760999993
196,CC1=CC(=NN1CC=C)C,-9.623170149999936
197,C(COCC(=O)O)O,-6.474994139999978
198,C1CC(OC1=O)(C2=CC=CC=C2)C(=O)N,-12.10298499999999
199,C1C(C(OC1=O)C2=CC=CC=C2)C(=O)N,-12.116885679999996
200,CCN(CC)C(=O)C1(CCC(=O)O1)C2=CC=CC=C2,-16.878906789999974
201,COC1=CC2=C(C=C1)OC=C2,-8.859897259999968
202,C(CCO)CC(=O)O,-7.31192938999996
203,COC1=CC(=C(C=C1)CCN)C2=CC=CC=C2,-15.430889819999948
204,CC1=CC=CC=C1C2=CC(=C(C=C2)N)C,-13.868840109999924
205,OP1(=O)OP(=O)(OP(=O)(OP(=O)(O1)O)O)O,-8.555681479999919
206,C1COC2C(O1)OCCO2,-8.250574579999977
207,C1CCC2=C(C1)C=CC(=C2)C(=O)N,-11.82922469999994
208,CC(C)C1=CC(=CC(=C1O)C(C)C)C(=O)O,-14.762348629999964
209,CC(C)CC(C)(C)C=C,-10.76839442999993
210,CC(COCC(C)OC)O,-10.151208869999948
211,C(C(C(=O)O)NC(CC(=O)O)(C(=O)O)N)C(=O)N,-13.64230316000004
212,C[N+](C)(C)CCC[N+](C)(C)C,-13.113328469999884
213,C[N+](C)(C)CCCC[N+](C)(C)C,-14.321831259999897
214,C1C(O1)COC(=O)C2=CC=CC=C2,-10.462882019999968
215,C=CCN1C2=CC=CC=C2OC1=O,-10.425720779999978
216,C(CO[N+](=O)[O-])N,-5.151470259999996
217,CN(C)CCCN1C2=CC=CC=C2C(=O)NC3=CC=CC=C31,-19.68378845999996
218,CSC(C(=O)N)NC(=O)C1=CC=CC=C1,-12.18759270999999
219,CNC1=NC(=NC(=N1)N)N,-8.46479696999998
220,CN1CCN(C1=S)C,-7.462440999999956
221,CC(=NN(C)C)C1=CC=CC=C1,-11.421380149999948
222,CC1=CCC2C(C1)C2(C)C,-10.843768839999925
223,CN(C)CCOC1=CC=CC=C1,-11.58940230999994
224,CCC(CC)CCC(C)C,-12.587388639999917
225,CCCC(C)(C)C(C)(C)C,-12.573994709999909
226,CC(CC(C)(C)C)CC(C)(C)C,-14.976540319999884
227,C(CN)C(C(=O)O)O,-6.954441599999967
228,CC12CCCCC1(C=C(C=C2)O)C,-13.141111109999912
229,CC(C)(C)C1CCCCC1O,-12.430154849999894
230,C1C(C1N)C2=CC=CC=C2,-9.404138389999986
231,CSC(=O)NC1=CC=CC=C1,-9.031158549999958
232,CC1=CC(=O)N(C(=O)N1C)C,-9.41682554999997
233,CC1(C=COC1=O)C,-6.930188809999976
234,C(CO)N(CCO)N,-7.797453939999968
235,C(CN)CNCCN,-9.10798941999994
236,CCC(CCCN(C)C)(C#N)C1=CC=CC2=CC=CC=C21,-20.06643728999996
237,CCNC1=NC(=NC(=N1)OC)N(CC)CC,-15.185161149999942
238,C1=CN=CC=C1C(=O)NCO,-8.786818469999986
239,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,-19.08907364999993
240,COCC(CN1C=CN=C1[N+](=O)[O-])O,-10.80517543999997
241,C1=CN(C(=N1)[N+](=O)[O-])CC(CO)O,-9.618056369999977
242,CCC(CN)O,-6.624301689999953
243,CCCCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-16.09131794999996
244,CC1(C2CCC1(C(=NO)C2)C)C,-12.099513349999938
245,C1C(O1)CC2=C(C(=CC=C2)CC3CO3)OCC4CO4,-16.112506669999902
246,COC1=CC2=C(C=C1)NC=C2CCNC(=O)C(CCSC)N,-19.66293224999993
247,C1=CC=C2C(=C1)NC(=N2)CC(=O)O,-10.168353829999973
248,C1C(OC2=CC=CC=C2N1)C(=O)N,-10.647922389999962
249,CC1(C(C(C1O)(C)C)N(C)C)C,-13.164173089999906
250,C1=C[N+](=CC=C1C(=O)O)[O-],-7.083226109999998
251,CC1CCCN(C1)N=O,-8.619847329999942
252,CC1=CC2=CC=CC=C2C(=C1)O,-10.367109279999966
253,C1CCN2CCCC2C1,-9.92009789999993
254,C1CN=C(N1)C2=CC=CC3=CC=CC=C32,-12.935393809999963
255,CN(CCCOC)CC(C1COC2=CC=CC=C2O1)O,-18.26700280999989
256,CN(CCCCOC)CC(C1COC2=CC=CC=C2O1)O,-19.47191475999989
257,CC1=CC(=CC=C1)C2=CC(=C(C=C2)N)C,-13.877858499999943
258,CN1C(=S)CC2=CC=CC=C21,-9.226965079999957
259,CC1C2=CC=CC=C2N(C1=S)C,-10.43608999999995
260,CC(CC1=CC2=C(C(=C1)OC)OCO2)N,-13.05986325999993
261,CCC(=O)C1=CC=CS1,-7.455680979999954
262,COC(=O)NC1=CC(=CC=C1)O,-9.598431089999991
263,CC(C)CC(=O)C(=O)C,-8.665254389999944
264,CC1=C2C(=CC=C1)C(=CN2)CN(C)C,-13.386230569999924
265,C1CCC(C1)NCC(C2=CC(=C(C=C2)O)O)O,-15.521870299999932
266,CC(=C1CCCCC1=O)C,-10.110638429999938
267,CCN(CC)C(=S)C(=S)N(CC)CC,-13.73178577999994
268,OS(=O)(=O)SSS(=O)(=O)O,-4.1758069400000295
269,CNC(=O)OC1=CC=CC2=C1OCCO2,-11.82163750999996
270,CNC(=O)OC1=CC=C(C=C1)CC#N,-11.289066539999965
271,CC1=C(NC2=C1C=CC(=C2)[N+](=O)[O-])C,-11.187214029999978
272,CC(C)C1=CC=C(C=C1)C#N,-10.109056679999952
273,C1=CC=C2C(=C1)C(=CN2)OP(=O)(O)O,-10.292464739999955
274,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO,-12.579006319999962
275,CC(C)C1CCCC(=C)C1,-11.448301509999936
276,CC(=C)C1CCCC(=C)C1,-10.84928271999992
277,CCCOC1=C(C=C(C=C1)N)C(=O)O,-11.977562279999972
278,CN(C(=O)NC(=O)N)N=O,-7.177207320000008
279,CC1(CC(=O)OC1)C,-7.536764729999959
280,CCC1(CC(=O)N(C1=O)C)C,-10.308328879999948
281,CC1=CCCC(=C)C2CC(C2CC1)(C)C,-16.245016489999898
282,COC1=NC(=NC(=N1)NN)OC,-9.482245720000009
283,CCC1=NC=CN=C1,-7.26412818999998
284,CCC1=NC(=CN=C1)C,-8.484227159999975
285,CC1=NC=CN=C1CC(C)C,-10.874475159999946
286,CCC1=NC=C(N=C1C)C,-9.699972299999956
287,CC1=CN=C(C=N1)C=C,-7.880501649999971
288,CC1=C(C=CC(=C1)C(CC(C)N)C2=CC=C(C=C2)O)O,-18.297014279999928
289,C1=CC=C(C=C1)CC2=NC(=NC(=N2)CC3=CC=CC=C3)CC4=CC=CC=C4,-23.214579159999914
290,CC(=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-13.33207949000007
291,C1N(CN(CN1N=O)N=O)N=O,-7.706657980000045
292,CCC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-10.86677628000001
293,CCCCC(C)C(C)C,-11.387325229999917
294,CC1=NC2=CC=CC=C2NC1=O,-9.724878709999984
295,CC1=C(N=CN1)[N+](=O)[O-],-6.43962522999999
296,CC1=C(NC2=C1C(=O)CCC2)C(=O)C,-12.222884979999948
297,CC1=C(C(=CC=C1)C(=O)N)O,-9.17231252999997
298,CCN(CC)CCC1=CNC2=C1C=C(C=C2)O,-16.20987489999993
299,CC1(C(CCC(O1)(C)C=C)O)C,-12.24098302999991
300,C1=CC=C(C=C1)C(C#N)C(=O)O,-9.199942239999984
301,CCC(=O)N1CCCCC1,-10.392731669999932
302,CC(C)C(=O)C1=CC(=C(C=C1)OC)OC,-13.433378459999972
303,CC(C)COC(=O)C=CC#N,-9.627194189999956
304,CC1=CNC(=O)N1C2=CC=C(C=C2)OC,-12.500639529999972
305,CCCCN1C(=CNC1=O)C,-10.722145759999933
306,CC(C)OC(=O)C1=CC=CC=C1S(=O)(=O)N,-12.640857469999958
307,CCC1=NN=C(S1)N,-6.548723639999992
308,CC1(CCC=CC1)C,-9.044040039999928
309,CC1=C(C2=CC=CC=C2[N+](=C1)[O-])[N+](=O)[O-],-10.884197620000007
310,CC1CCC(C(=O)C1)C(C)C,-11.904131389999918
311,CN1CCC2=C(C1)C=CC(=C2)O,-11.092199579999942
312,CC(=O)CCC(C)(C)C1=CC=CC=C1,-13.845930429999925
313,C1=CC=C(C=C1)CC(C2=CC=CC=C2)N,-13.83287447999993
314,CC1CCCN(C1)CCCN=C(N)N,-14.92259336999993
315,CC1CCCCN1CCN=C(N)N,-13.70576007999992
316,CN(C)CCN=C(N)N,-9.429759169999954
317,CC(C)N(C)CCN=C(N)N,-11.835222889999926
318,CC(C)CN(C)CCN=C(N)N,-13.04586325999992
319,CCN(CCN=C(N)N)C(C)C,-13.027443569999916
320,CCCN(CCN=C(N)N)C(C)C,-14.22881513999991
321,CCCN(CCN=C(N)N)C1CCCCC1,-17.2907539899999
322,CCC1(C(=O)N(C(=O)N(C1=O)CC=C)CC=C)CC,-17.070902429999933
323,CC(=O)N1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],-10.383022600000004
324,C(N[N+](=O)[O-])N[N+](=O)[O-],-5.383258500000011
325,CCNC1(CCCCC1=O)C2=CC=CS2,-13.742535119999928
326,CC(CN)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,-16.60914183999995
327,C1=CC(=CC=C1CC#N)O,-8.10967562999997
328,CC(CC1=CC=CC=C1)NNC,-12.008694719999935
329,CCCC(CC)(CC)CO,-11.781708449999911
330,CCSCCOC(=O)C(=C)C,-10.173762659999936
331,CCOC(=O)OC1=CC=CC=C1C(=O)O,-11.441883640000016
332,COC(=O)OC1=CC=CC=C1C(=O)O,-10.225376439999993
333,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)O,-14.568624059999934
334,CC(C)C(C)C(=O)O,-8.110912639999952
335,CCCCCC(CC(=O)O)O,-10.922785449999935
336,CC(CC1(C(=O)NC(=O)NC1=O)CC=C)N,-13.729221579999944
337,CC(C(=O)NC1CCC2=CC=CC=C2C1)N,-15.086690179999948
338,CCCC(C(CC)CN)NC,-13.05609514999989
339,CCCC(C(CC)C#N)NC,-11.938326129999922
340,CC1(C(=O)N(C(=O)N(C1=O)CC=C)C)C2=CCCCC2,-17.748203859999933
341,CC(=O)C1=CCCCCC1,-10.09790327999994
342,CC(CC1=CC=CC=C1)NC(=O)CCCN,-15.61388097999992
343,CC(CC1=CC=CC=C1)NC(=O)C,-12.35448453999993
344,CCC1(C=C(C(=O)NC1=O)NC(=O)C)C2=CC=CC=C2,-16.701520389999985
345,CCN(CC)C1=CC(=O)C2=CC=CC=C2C1=O,-14.635736409999993
346,CC(C)NCC(C1CCC2=CC=CC=C2C1)O,-17.109302209999896
347,C1CNCC2=C1C=C(C=C2)O,-9.895988149999964
348,CCC(C)(C#C)NC1=CC=CC=C1,-12.36950916999993
349,CC1=C2C(=CC=C1)C(=CN2)CCN,-12.216978529999947
350,CC1=CC=CC=C1OC2=NN=CC=C2,-11.427832059999956
351,C1CSC(S1)CCC2=CC=CC=C2,-11.577536639999948
352,CC(C)(C)CC(C)(C)[N+]#[C-],-11.00404987999994
353,CC1=C(C=C(C=C1)CC(C)N)C,-12.454065599999922
354,C1=CC=C2C(=C1)C=[N+](C3=CC=CC=C23)[O-],-11.898213969999972
355,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,-11.275503069999957
356,CCC(C(=O)C1=CC=CC=C1)OCCN(C(C)C)C(C)C,-20.95533479999989
357,C1=CC=C2C(=C1)C(=CS2)CCN,-10.419409909999956
358,CC(C)(CC(C1=CC=CC=C1)N)O,-12.858786339999938
359,P,-1.1402205699999968
360,COC1=CC=C(C=C1)N2CCNC2=O,-11.854585389999954
361,CC(C)(C(C1=CC=CC=C1)O)N,-11.64532092999994
362,C(C(=O)N)SCC(=O)N,-7.177450739999983
363,CC1=NC2=C(C=CC=C2OC(=O)NC)C=C1,-13.201388389999948
364,CC1=CN=C(C(=N1)C)C,-8.497867179999972
365,C1=CC=C(C=C1)C(CC(C2=CC=CO2)N)(C3=CC=CC=C3)O,-18.94194040999992
366,CCCC(C)CC(C)(C)C,-12.580428649999902
367,CC1=CN=NC2=CC=CC=C12,-9.172663329999978
368,C1=CC2=C(C=C1N)NC(=O)O2,-8.297268680000002
369,CCC1=COC2=CC=CC=C2C1=O,-10.767540089999954
370,COC1=CC=CC=C1C=CC(=O)O,-10.51453749999996
371,COC(=O)CN1CC1,-7.067389169999956
372,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],-8.71338584
373,C,-1.7550032500000032
374,CN1CC2=CC=CC=C2CO1,-9.776892609999948
375,C1CSC2=NC(CN21)C3=CC=CC=C3,-11.893486639999963
376,CC(=N)OC,-4.869029339999969
377,CC1=CC2=C(C=C1)SC(=N2)N,-8.925354179999971
378,CC1=CC=C(C=C1)C(CCN(C)C)(C#N)C(C)C,-18.1295734199999
379,CC1=CC2=C(C(=O)C=CC2=O)C(=C1)O,-10.618640849999991
380,CC(C)C(CCN(C)C)(C#N)C1=CC=C(C=C1)OC,-18.51535059999992
381,C(=N)(N)SSC(=N)N,-5.84072642000001
382,CC(C(C1=CC=CC=C1)O)N,-10.43434100999994
383,CC(C)C1=CC(=CC=C1)C(C)(C)O,-13.200546639999914
384,CCN(CC)CCN1C2=CC=CC=C2C(=O)NC3=CC=CC=C31,-20.874667789999933
385,CC(C)C1=NC=C(N1C)[N+](=O)[O-],-10.033551869999968
386,CC1=C(C(CCC1)(C)C)C=CC(=O)C,-14.34658019999992
387,CC(=CC(=O)O)C(C)(C)C(=O)C,-10.985183449999935
388,CCCCC1C(O1)C,-8.768107119999954
389,C1CC2CCC1C=C2C#N,-9.40986104999996
390,CCCCC=CCCCCCCOC(=O)C,-17.134117639999914
391,OS(=O)(=O)S(=O)(=O)O,-3.579934110000039
392,CCCC(C)C(CC)O,-10.592448919999953
393,CCOP(=O)(N1CC1(C)C)N2CC2(C)C,-14.650920279999951
394,C1=CC=NC(=C1)[N+](=O)[O-],-6.191890529999995
